name,link,rating
Olivenz Cafe,/Restaurant_Review-g298298-d8827464-Reviews-Olivenz_Cafe-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Tiffin Restaurant,/Restaurant_Review-g298298-d8546676-Reviews-Tiffin_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Fried Noodle Stall at Restoran The Little Ipoh,/Restaurant_Review-g298298-d10032069-Reviews-Fried_Noodle_Stall_at_Restoran_The_Little_Ipoh-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
New Paradise Restaurant,/Restaurant_Review-g298298-d9607958-Reviews-New_Paradise_Restaurant-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Shinjuku Japanese Cuisine,/Restaurant_Review-g298298-d10290719-Reviews-Shinjuku_Japanese_Cuisine-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
SSTC,/Restaurant_Review-g298298-d5863181-Reviews-SSTC-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
PakNil's BBQ & Grill,/Restaurant_Review-g298298-d10751291-Reviews-PakNil_s_BBQ_Grill-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Mat Periuk Cafe,/Restaurant_Review-g298298-d7591193-Reviews-Mat_Periuk_Cafe-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Sri Aryaa Bahvan,/Restaurant_Review-g298298-d13547100-Reviews-Sri_Aryaa_Bahvan-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Restoran Two Six,/Restaurant_Review-g298298-d13336665-Reviews-Restoran_Two_Six-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Restoran Shabu Shabu & Stimbot,/Restaurant_Review-g298298-d5431958-Reviews-Restoran_Shabu_Shabu_Stimbot-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
BBQ LAMB IPOH-Roasted & Grill,/Restaurant_Review-g298298-d8633652-Reviews-BBQ_LAMB_IPOH_Roasted_Grill-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Y Food Box Restaurant,/Restaurant_Review-g298298-d13124547-Reviews-Y_Food_Box_Restaurant-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Restoran Hong Xing Dim Sum,/Restaurant_Review-g298298-d5873153-Reviews-Restoran_Hong_Xing_Dim_Sum-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Ipoman Restaurant,/Restaurant_Review-g298298-d5432118-Reviews-Ipoman_Restaurant-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Super Red Mini Steamboat,/Restaurant_Review-g298298-d11981240-Reviews-Super_Red_Mini_Steamboat-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Restoran Pekan Nasi Kandar-DJ Bistro,/Restaurant_Review-g298298-d13160145-Reviews-Restoran_Pekan_Nasi_Kandar_DJ_Bistro-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Tittle Tattle Houzz,/Restaurant_Review-g298298-d9605190-Reviews-Tittle_Tattle_Houzz-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Su Nasi Kandar GP,/Restaurant_Review-g298298-d3330884-Reviews-Su_Nasi_Kandar_GP-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Nam Heong Ipoh Soho,/Restaurant_Review-g298298-d7256284-Reviews-Nam_Heong_Ipoh_Soho-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
V-Nest Healthy & Wellness Cafe,/Restaurant_Review-g298298-d12636969-Reviews-V_Nest_Healthy_Wellness_Cafe-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
MYTH Eatery and Bar,/Restaurant_Review-g298298-d8333194-Reviews-MYTH_Eatery_and_Bar-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Shinjuku Japanese cuisine,/Restaurant_Review-g298298-d10289446-Reviews-Shinjuku_Japanese_cuisine-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Hj Sharin Low Grand,/Restaurant_Review-g298298-d3853540-Reviews-Hj_Sharin_Low_Grand-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Daorae Korean BBQ,/Restaurant_Review-g298298-d10454733-Reviews-Daorae_Korean_BBQ-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Yea Won,/Restaurant_Review-g298298-d12278848-Reviews-Yea_Won-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Restoran Capati Medan Gopeng,/Restaurant_Review-g298298-d5864922-Reviews-Restoran_Capati_Medan_Gopeng-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Sushi Tei,/Restaurant_Review-g298298-d8528199-Reviews-Sushi_Tei-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Doi Chaang Coffee,/Restaurant_Review-g298298-d9705538-Reviews-Doi_Chaang_Coffee-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Thai Mookata Steamboat & Cafe,/Restaurant_Review-g298298-d5523681-Reviews-Thai_Mookata_Steamboat_Cafe-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Bareeseta Coffee House,/Restaurant_Review-g298298-d13138300-Reviews-Bareeseta_Coffee_House-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Marketplace Waffle Bar & Cafe,/Restaurant_Review-g298298-d13284386-Reviews-Marketplace_Waffle_Bar_Cafe-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
KedaiKedai Makanan & Minuman Taman Timur,/Restaurant_Review-g298298-d7785718-Reviews-KedaiKedai_Makanan_Minuman_Taman_Timur-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Big Bowl Ramen,/Restaurant_Review-g298298-d12346164-Reviews-Big_Bowl_Ramen-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Laksa leaf cafe,/Restaurant_Review-g298298-d10467562-Reviews-Laksa_leaf_cafe-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
It's Allegra Cafe & Bakery,/Restaurant_Review-g298298-d5484538-Reviews-It_s_Allegra_Cafe_Bakery-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Mikes Place 2.0,/Restaurant_Review-g298298-d5431861-Reviews-Mikes_Place_2_0-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
21 Grilled,/Restaurant_Review-g298298-d5432087-Reviews-21_Grilled-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Hong Kong Oil Chicken & Roast Duck,/Restaurant_Review-g298298-d5432314-Reviews-Hong_Kong_Oil_Chicken_Roast_Duck-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Born & Bread,/Restaurant_Review-g298298-d9608600-Reviews-Born_Bread-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
G.P.'s,/Restaurant_Review-g298298-d5866178-Reviews-G_P_s-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Simple Cafe & Treats,/Restaurant_Review-g298298-d10544601-Reviews-Simple_Cafe_Treats-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Royal China,/Restaurant_Review-g298298-d6691480-Reviews-Royal_China-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Restoran Xiang Man Lou,/Restaurant_Review-g298298-d7814153-Reviews-Restoran_Xiang_Man_Lou-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Pizza Hut Ipoh Central,/Restaurant_Review-g298298-d5432267-Reviews-Pizza_Hut_Ipoh_Central-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Streats,/Restaurant_Review-g298298-d7724300-Reviews-Streats-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Restoran Daun Pisang Medan Kidd,/Restaurant_Review-g298298-d7316770-Reviews-Restoran_Daun_Pisang_Medan_Kidd-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Purple Moon Lover,/Restaurant_Review-g298298-d13354623-Reviews-Purple_Moon_Lover-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Morel,/Restaurant_Review-g298298-d14005233-Reviews-Morel-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Lung Seng Seafood,/Restaurant_Review-g298298-d3687110-Reviews-Lung_Seng_Seafood-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Sidewalk Ice-Cream Lounge,/Restaurant_Review-g298298-d13952318-Reviews-Sidewalk_Ice_Cream_Lounge-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Miker Food,/Restaurant_Review-g298298-d13795399-Reviews-Miker_Food-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Restoran Hong Kong Dim Sum BFB,/Restaurant_Review-g298298-d13387524-Reviews-Restoran_Hong_Kong_Dim_Sum_BFB-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Kao Wang Rosutto BBQ,/Restaurant_Review-g298298-d13820379-Reviews-Kao_Wang_Rosutto_BBQ-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Kedai Mi Cong Yin,/Restaurant_Review-g298298-d12243329-Reviews-Kedai_Mi_Cong_Yin-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Ninety Six Vegetarian Food,/Restaurant_Review-g298298-d13237330-Reviews-Ninety_Six_Vegetarian_Food-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Pizza Hut Kompleks Mutiara,/Restaurant_Review-g298298-d5432322-Reviews-Pizza_Hut_Kompleks_Mutiara-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Kedai Makanan Canning Garden,/Restaurant_Review-g298298-d12804539-Reviews-Kedai_Makanan_Canning_Garden-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Krishna Bhawan Restaurant,/Restaurant_Review-g298298-d13821065-Reviews-Krishna_Bhawan_Restaurant-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
VN Diem Hen,/Restaurant_Review-g298298-d10482846-Reviews-VN_Diem_Hen-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
KamWan Restaurant DongGuTing,/Restaurant_Review-g298298-d13483492-Reviews-KamWan_Restaurant_DongGuTing-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Just Say Cafe,/Restaurant_Review-g298298-d13414880-Reviews-Just_Say_Cafe-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Park Mama K-Food Generation,/Restaurant_Review-g298298-d12486149-Reviews-Park_Mama_K_Food_Generation-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Akamomiji,/Restaurant_Review-g298298-d13352160-Reviews-Akamomiji-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
First Coffee House,/Restaurant_Review-g298298-d13396107-Reviews-First_Coffee_House-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Thumb's cafe,/Restaurant_Review-g298298-d5263966-Reviews-Thumb_s_cafe-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Aurora Veggie-licious Cafe,/Restaurant_Review-g298298-d13184091-Reviews-Aurora_Veggie_licious_Cafe-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Restoran Makanan Laut Crab House,/Restaurant_Review-g298298-d13206230-Reviews-Restoran_Makanan_Laut_Crab_House-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restoran Soo Har Yee,/Restaurant_Review-g298298-d10125865-Reviews-Restoran_Soo_Har_Yee-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Sama Same Kaya,/Restaurant_Review-g298298-d12875806-Reviews-Sama_Same_Kaya-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Kafe South Point,/Restaurant_Review-g298298-d12921392-Reviews-Kafe_South_Point-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
My Best Western CAFE,/Restaurant_Review-g298298-d5863260-Reviews-My_Best_Western_CAFE-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Sing MA Thai Restaurant,/Restaurant_Review-g298298-d12244061-Reviews-Sing_MA_Thai_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
W9 Gelato Italian Ice Cream,/Restaurant_Review-g298298-d12691747-Reviews-W9_Gelato_Italian_Ice_Cream-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Yishensu Vegetarian Restaurant,/Restaurant_Review-g298298-d3355961-Reviews-Yishensu_Vegetarian_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Ichiro Zen,/Restaurant_Review-g298298-d12590432-Reviews-Ichiro_Zen-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Pick A Pot Bak Kut Teh,/Restaurant_Review-g298298-d12514781-Reviews-Pick_A_Pot_Bak_Kut_Teh-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Padi House,/Restaurant_Review-g298298-d13325792-Reviews-Padi_House-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Nanyang Kopitiam,/Restaurant_Review-g298298-d8874159-Reviews-Nanyang_Kopitiam-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Rennori,/Restaurant_Review-g298298-d12309197-Reviews-Rennori-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Rewine Wine and Dine,/Restaurant_Review-g298298-d9857072-Reviews-Rewine_Wine_and_Dine-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
"Pak Hailam Kopitiam Silibin, Ipoh",/Restaurant_Review-g298298-d5972630-Reviews-Pak_Hailam_Kopitiam_Silibin_Ipoh-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Gomok Ipoh,/Restaurant_Review-g298298-d9594470-Reviews-Gomok_Ipoh-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Social Lab,/Restaurant_Review-g298298-d10467682-Reviews-Social_Lab-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
MM Fried Chicken,/Restaurant_Review-g298298-d5863110-Reviews-MM_Fried_Chicken-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Valentino Bridal Cafe,/Restaurant_Review-g298298-d8404691-Reviews-Valentino_Bridal_Cafe-Ipoh_Kinta_District_Perak.html,4.5 of 5 bubbles
Kopi Sechewen,/Restaurant_Review-g298298-d1231557-Reviews-Kopi_Sechewen-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restoran Kan Nan,/Restaurant_Review-g298298-d10847977-Reviews-Restoran_Kan_Nan-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Fu Lim Restaurant,/Restaurant_Review-g298298-d8766149-Reviews-Fu_Lim_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Restoran eipoh,/Restaurant_Review-g298298-d5859077-Reviews-Restoran_eipoh-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restaurant Fay Loo,/Restaurant_Review-g298298-d9813420-Reviews-Restaurant_Fay_Loo-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
East Cafe,/Restaurant_Review-g298298-d10487281-Reviews-East_Cafe-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Olijasca Nourishment Cafe,/Restaurant_Review-g298298-d9813947-Reviews-Olijasca_Nourishment_Cafe-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Terracerustic Cafe,/Restaurant_Review-g298298-d10328298-Reviews-Terracerustic_Cafe-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
ROJAK GREENTOWN,/Restaurant_Review-g298298-d5873162-Reviews-ROJAK_GREENTOWN-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Restoran Nijam,/Restaurant_Review-g298298-d7758472-Reviews-Restoran_Nijam-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Ghafar Cafe,/Restaurant_Review-g298298-d8784035-Reviews-Ghafar_Cafe-Ipoh_Kinta_District_Perak.html,5 of 5 bubbles
Bro'S corner western fusion,/Restaurant_Review-g298298-d5890217-Reviews-Bro_S_corner_western_fusion-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Denis Jaz Cafe,/Restaurant_Review-g298298-d939494-Reviews-Denis_Jaz_Cafe-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Beacon Point,/Restaurant_Review-g298298-d5432219-Reviews-Beacon_Point-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Morsel Eatery,/Restaurant_Review-g298298-d8298059-Reviews-Morsel_Eatery-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Shin Chan Ramen,/Restaurant_Review-g298298-d8355218-Reviews-Shin_Chan_Ramen-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Goo9s,/Restaurant_Review-g298298-d14005520-Reviews-Goo9s-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restoran Little Cuisine,/Restaurant_Review-g298298-d13986928-Reviews-Restoran_Little_Cuisine-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Lai Kee Chop Rice,/Restaurant_Review-g298298-d13976255-Reviews-Lai_Kee_Chop_Rice-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restoran Tet Shin,/Restaurant_Review-g298298-d13803524-Reviews-Restoran_Tet_Shin-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Garden Roast Duck Restaurant,/Restaurant_Review-g298298-d13952454-Reviews-Garden_Roast_Duck_Restaurant-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Roy Thai Restaurant,/Restaurant_Review-g298298-d13934554-Reviews-Roy_Thai_Restaurant-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restoran Hui Ji,/Restaurant_Review-g298298-d13923757-Reviews-Restoran_Hui_Ji-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Sam Ma Chicken Rice Shop,/Restaurant_Review-g298298-d13806517-Reviews-Sam_Ma_Chicken_Rice_Shop-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Twin Char Kuey Teow,/Restaurant_Review-g298298-d13563262-Reviews-Twin_Char_Kuey_Teow-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restoran Sun Heng Kee,/Restaurant_Review-g298298-d8852625-Reviews-Restoran_Sun_Heng_Kee-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Restoran Taman Ramai,/Restaurant_Review-g298298-d13511623-Reviews-Restoran_Taman_Ramai-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Nan Station 18,/Restaurant_Review-g298298-d13286955-Reviews-Nan_Station_18-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Kafe Zun Seng Fatt,/Restaurant_Review-g298298-d13286956-Reviews-Kafe_Zun_Seng_Fatt-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
The Best Restaurant,/Restaurant_Review-g298298-d13237639-Reviews-The_Best_Restaurant-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Kedai Kopi Chang Jiang,/Restaurant_Review-g298298-d13239036-Reviews-Kedai_Kopi_Chang_Jiang-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Kafe Fei Bo Snow Beer 肥波雪花啤酒,/Restaurant_Review-g298298-d13238286-Reviews-Kafe_Fei_Bo_Snow_Beer-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Restoran Bercham Cheong Kee 巴占祥記炒粉茶餐室,/Restaurant_Review-g298298-d13238204-Reviews-Restoran_Bercham_Cheong_Kee-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Kedai Makanan Dan Minuman Desa Rishah,/Restaurant_Review-g298298-d10077524-Reviews-Kedai_Makanan_Dan_Minuman_Desa_Rishah-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Scotch Restaurant & Pub,/Restaurant_Review-g298298-d5432231-Reviews-Scotch_Restaurant_Pub-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Dozo,/Restaurant_Review-g298298-d13205499-Reviews-Dozo-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Juice Works,/Restaurant_Review-g298298-d12548677-Reviews-Juice_Works-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Tirupathi Vilas,/Restaurant_Review-g298298-d12117924-Reviews-Tirupathi_Vilas-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Hadramaut,/Restaurant_Review-g298298-d4837634-Reviews-Hadramaut-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Mama Noodle Cafe,/Restaurant_Review-g298298-d12879314-Reviews-Mama_Noodle_Cafe-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Karat Cafe,/Restaurant_Review-g298298-d12986022-Reviews-Karat_Cafe-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Sri Asoka Corner,/Restaurant_Review-g298298-d10902605-Reviews-Sri_Asoka_Corner-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
R Heritage Recipes,/Restaurant_Review-g298298-d10598245-Reviews-R_Heritage_Recipes-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Hong Feng Restaurant,/Restaurant_Review-g298298-d12485797-Reviews-Hong_Feng_Restaurant-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
SHSH Steamboat,/Restaurant_Review-g298298-d12427331-Reviews-SHSH_Steamboat-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
MP BBQ Steamboat,/Restaurant_Review-g298298-d8668179-Reviews-MP_BBQ_Steamboat-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Cafe Fortuna,/Restaurant_Review-g298298-d10355364-Reviews-Cafe_Fortuna-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Labu Sayong Signature,/Restaurant_Review-g298298-d13114371-Reviews-Labu_Sayong_Signature-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Restoran Ipoh F & B Paradise,/Restaurant_Review-g298298-d12072025-Reviews-Restoran_Ipoh_F_B_Paradise-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Nasi Briyani Bukhara,/Restaurant_Review-g298298-d12002592-Reviews-Nasi_Briyani_Bukhara-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Tomyam Arnan Restaurant,/Restaurant_Review-g298298-d12049610-Reviews-Tomyam_Arnan_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Restoran Li Yuan Dim Sum,/Restaurant_Review-g298298-d11855303-Reviews-Restoran_Li_Yuan_Dim_Sum-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Areeya Tomyam,/Restaurant_Review-g298298-d7678780-Reviews-Areeya_Tomyam-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Reaturant Wan Chai Kok,/Restaurant_Review-g298298-d11434365-Reviews-Reaturant_Wan_Chai_Kok-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Pusat Kuih & Kek Khoo Eng Chee,/Restaurant_Review-g298298-d11736983-Reviews-Pusat_Kuih_Kek_Khoo_Eng_Chee-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Hanamaru Udon,/Restaurant_Review-g298298-d11638931-Reviews-Hanamaru_Udon-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Restoran Mandarin Kitchen,/Restaurant_Review-g298298-d10716099-Reviews-Restoran_Mandarin_Kitchen-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Hungry Joe's,/Restaurant_Review-g298298-d10637458-Reviews-Hungry_Joe_s-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Canton Palace Restaurant and Lounge,/Restaurant_Review-g298298-d5859324-Reviews-Canton_Palace_Restaurant_and_Lounge-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Boston Restaurant,/Restaurant_Review-g298298-d10237669-Reviews-Boston_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Beacon Point Trading & Training,/Restaurant_Review-g298298-d5432212-Reviews-Beacon_Point_Trading_Training-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Bali Assam House,/Restaurant_Review-g298298-d8067513-Reviews-Bali_Assam_House-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Damansara Village Seafood & Steamboat Restaurant,/Restaurant_Review-g298298-d8420216-Reviews-Damansara_Village_Seafood_Steamboat_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Yamabuki,/Restaurant_Review-g298298-d8527734-Reviews-Yamabuki-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Maysin Restaurant,/Restaurant_Review-g298298-d8052641-Reviews-Maysin_Restaurant-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
42 Foodies,/Restaurant_Review-g298298-d5431765-Reviews-42_Foodies-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Aeon Station 18 Hong Kong Kim Gary Restaurant,/Restaurant_Review-g298298-d5439054-Reviews-Aeon_Station_18_Hong_Kong_Kim_Gary_Restaurant-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Restaurant Oz,/Restaurant_Review-g298298-d5431779-Reviews-Restaurant_Oz-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
Tai Thong,/Restaurant_Review-g298298-d5439296-Reviews-Tai_Thong-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
Mee Rendang Tok,/Restaurant_Review-g298298-d5262590-Reviews-Mee_Rendang_Tok-Ipoh_Kinta_District_Perak.html,4 of 5 bubbles
"Tomi Japanese Restaurant, Ipoh",/Restaurant_Review-g298298-d4724721-Reviews-Tomi_Japanese_Restaurant_Ipoh-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Friendscafe,/Restaurant_Review-g298298-d5431979-Reviews-Friendscafe-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Ipoh Garden Curry Mee in Gp Food Court First Garden,/Restaurant_Review-g298298-d5859088-Reviews-Ipoh_Garden_Curry_Mee_in_Gp_Food_Court_First_Garden-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
"Ipoh , Perak",/Restaurant_Review-g298298-d10768807-Reviews-Ipoh_Perak-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Resturan Good Times,/Restaurant_Review-g298298-d7078120-Reviews-Resturan_Good_Times-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Foods Street Cafe,/Restaurant_Review-g298298-d3699192-Reviews-Foods_Street_Cafe-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Restoran the Taste of China,/Restaurant_Review-g298298-d8852626-Reviews-Restoran_the_Taste_of_China-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
KETPS,/Restaurant_Review-g298298-d8115595-Reviews-KETPS-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
ARoy Dee Cafe,/Restaurant_Review-g298298-d11766948-Reviews-ARoy_Dee_Cafe-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Kedai Kopi Sun Yuan Loong,/Restaurant_Review-g298298-d13445201-Reviews-Kedai_Kopi_Sun_Yuan_Loong-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Qasar Saba,/Restaurant_Review-g298298-d5498300-Reviews-Qasar_Saba-Ipoh_Kinta_District_Perak.html,3.5 of 5 bubbles
The Cuisine,/Restaurant_Review-g298298-d12103342-Reviews-The_Cuisine-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
De Mouth Cuisine,/Restaurant_Review-g298298-d5850081-Reviews-De_Mouth_Cuisine-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
Restoran Xing Yun Tauge Ayam,/Restaurant_Review-g298298-d10516801-Reviews-Restoran_Xing_Yun_Tauge_Ayam-Ipoh_Kinta_District_Perak.html,3 of 5 bubbles
